2021-07-14 13:34:34.029: Dataset name: Amazon-video-games
The number of users: 2816
The number of items: 2141
The number of ratings: 52158
Average actions of users: 18.52
Average actions of items: 24.36
The sparsity of the dataset: 99.134889%
2021-07-14 13:34:34.029: 

NeuRec hyperparameters:
recommender=CDAE
config_dir=./conf
gpu_id=0
gpu_mem=0.5
data.input.path=/content/drive/MyDrive/recommender_datasets/datasets/
data.save.path=/content/drive/MyDrive/recommender_datasets/model_predictions/CDAE/
data.input.dataset=Amazon-video-games
data.rating.format=bin
data.fold=1
data.column.format=UIR
data.convert.separator=','
user_min=0
item_min=0
splitter=given
ratio=0.8
by_time=False
metric=["Precision", "Recall", "NDCG", "MAP", "MRR"]
topk=[10, 20]
group_view=None
rec.evaluate.neg=0
test_batch_size=128
num_thread=8

CDAE's hyperparameters:
lr=0.001
reg=0.001
hidden_dim=64
dropout=0.5
num_neg=5
epochs=250
batch_size=32
hidden_act=sigmoid
loss_func=sigmoid_cross_entropy

2021-07-14 13:34:34.882: metrics:	Precision@10	Precision@20	Recall@10   	Recall@20   	NDCG@10     	NDCG@20     	MAP@10      	MAP@20      	MRR@10      	MRR@20      
2021-07-14 13:36:05.470: epoch 40:	0.02383602  	0.01934809  	0.06444880  	0.10156062  	0.04544619  	0.05845779  	0.02248675  	0.02530641  	0.07013197  	0.07628625  
2021-07-14 13:36:07.668: epoch 41:	0.02402224  	0.01934810  	0.06574937  	0.10526759  	0.04584715  	0.05935507  	0.02291869  	0.02587693  	0.06808444  	0.07432010  
2021-07-14 13:36:09.872: epoch 42:	0.02450641  	0.02057713  	0.06582307  	0.11010206  	0.04642037  	0.06175879  	0.02298367  	0.02644966  	0.07043258  	0.07732552  
2021-07-14 13:36:12.075: epoch 43:	0.02499058  	0.02059576  	0.06648476  	0.10902271  	0.04969063  	0.06437690  	0.02610368  	0.02936976  	0.07702436  	0.08370829  
2021-07-14 13:36:14.287: epoch 44:	0.02573544  	0.02182480  	0.07208931  	0.11746934  	0.05035183  	0.06635079  	0.02525472  	0.02890866  	0.07627694  	0.08323357  
2021-07-14 13:36:16.482: epoch 45:	0.02644308  	0.02227172  	0.06937315  	0.11877779  	0.05203951  	0.06898420  	0.02732282  	0.03117952  	0.08143123  	0.08878846  
2021-07-14 13:36:18.677: epoch 46:	0.02629411  	0.02223448  	0.07116929  	0.11822969  	0.05183435  	0.06826515  	0.02678673  	0.03045940  	0.08012107  	0.08736698  
2021-07-14 13:36:20.901: epoch 47:	0.02614512  	0.02234621  	0.07107256  	0.11861337  	0.05370008  	0.07047676  	0.02873876  	0.03258069  	0.08441845  	0.09178104  
2021-07-14 13:36:23.146: epoch 48:	0.02685274  	0.02297934  	0.07392555  	0.12312282  	0.05304081  	0.07034580  	0.02728310  	0.03126245  	0.08060049  	0.08816718  
2021-07-14 13:36:25.322: epoch 49:	0.02752314  	0.02348213  	0.07288340  	0.12558301  	0.05441933  	0.07249893  	0.02867004  	0.03264434  	0.08372957  	0.09179874  
2021-07-14 13:36:27.563: epoch 50:	0.02893839  	0.02378009  	0.07946096  	0.12760997  	0.05631002  	0.07308421  	0.02885919  	0.03268341  	0.08303358  	0.09048767  
2021-07-14 13:36:29.755: epoch 51:	0.02953428  	0.02461810  	0.08004436  	0.13108362  	0.06046883  	0.07826686  	0.03239816  	0.03630699  	0.09426828  	0.10226073  
2021-07-14 13:36:31.922: epoch 52:	0.02916186  	0.02428290  	0.07586306  	0.12792110  	0.05737076  	0.07520004  	0.03028855  	0.03428523  	0.08931071  	0.09695680  
2021-07-14 13:36:34.099: epoch 53:	0.02957154  	0.02547474  	0.07814441  	0.13358308  	0.06080156  	0.08014689  	0.03307831  	0.03745288  	0.09679186  	0.10538712  
2021-07-14 13:36:36.283: epoch 54:	0.03154543  	0.02510229  	0.08700709  	0.13483244  	0.06367201  	0.08021347  	0.03391118  	0.03754520  	0.09489766  	0.10215475  
2021-07-14 13:36:38.557: epoch 55:	0.03161993  	0.02582859  	0.08798609  	0.13922946  	0.06392676  	0.08173402  	0.03421609  	0.03819441  	0.09494673  	0.10285958  
2021-07-14 13:36:40.740: epoch 56:	0.03202960  	0.02560511  	0.08834541  	0.13928086  	0.06699839  	0.08433510  	0.03620479  	0.03992871  	0.10664929  	0.11423549  
2021-07-14 13:36:42.968: epoch 57:	0.03396625  	0.02670382  	0.09385084  	0.14284007  	0.06895455  	0.08602837  	0.03686546  	0.04061349  	0.10358816  	0.11111911  
2021-07-14 13:36:45.165: epoch 58:	0.03251376  	0.02683419  	0.08999456  	0.14524789  	0.06731265  	0.08646428  	0.03639331  	0.04074689  	0.10408531  	0.11238718  
2021-07-14 13:36:47.349: epoch 59:	0.03370555  	0.02677833  	0.09156483  	0.14276844  	0.06841400  	0.08598509  	0.03639414  	0.04033132  	0.10638103  	0.11373729  
2021-07-14 13:36:49.552: epoch 60:	0.03437593  	0.02741150  	0.09217488  	0.14717428  	0.06970429  	0.08853675  	0.03764952  	0.04194698  	0.10782655  	0.11568844  
2021-07-14 13:36:51.749: epoch 61:	0.03437594  	0.02774668  	0.09246881  	0.14868094  	0.07146600  	0.09079721  	0.03989214  	0.04434073  	0.10858153  	0.11677425  
2021-07-14 13:36:53.962: epoch 62:	0.03452491  	0.02776530  	0.09502532  	0.14908423  	0.07371965  	0.09231506  	0.04117548  	0.04502789  	0.11540932  	0.12381788  
2021-07-14 13:36:56.163: epoch 63:	0.03649882  	0.02849159  	0.09922509  	0.15484281  	0.07497887  	0.09385461  	0.04100088  	0.04525964  	0.11488333  	0.12295132  
2021-07-14 13:36:58.368: epoch 64:	0.03471113  	0.02837986  	0.09381023  	0.15375122  	0.07279823  	0.09322727  	0.04063781  	0.04518783  	0.11185963  	0.12060497  
2021-07-14 13:37:00.649: epoch 65:	0.03467388  	0.02810053  	0.09624995  	0.15146394  	0.07431216  	0.09341162  	0.04147415  	0.04568137  	0.11584752  	0.12425987  
2021-07-14 13:37:02.860: epoch 66:	0.03627536  	0.02927371  	0.09956045  	0.15863758  	0.07747892  	0.09774772  	0.04348445  	0.04819476  	0.12068346  	0.12890886  
2021-07-14 13:37:05.055: epoch 67:	0.03679676  	0.02912474  	0.09976309  	0.15478362  	0.07632328  	0.09520753  	0.04228789  	0.04639594  	0.11681500  	0.12489781  
2021-07-14 13:37:07.245: epoch 68:	0.03746715  	0.02865917  	0.10303131  	0.15236586  	0.07746892  	0.09458871  	0.04291550  	0.04659679  	0.11590174  	0.12347300  
2021-07-14 13:37:09.440: epoch 69:	0.03694573  	0.02890127  	0.10193669  	0.15628628  	0.07736027  	0.09616686  	0.04277098  	0.04705670  	0.11800602  	0.12577087  
2021-07-14 13:37:11.715: epoch 70:	0.03705746  	0.02918060  	0.10211084  	0.15734521  	0.07996684  	0.09900474  	0.04542102  	0.04968945  	0.12336871  	0.13164699  
2021-07-14 13:37:13.948: epoch 71:	0.03679676  	0.02918061  	0.10017893  	0.15759949  	0.07712588  	0.09684180  	0.04289317  	0.04742699  	0.11857288  	0.12689605  
2021-07-14 13:37:16.138: epoch 72:	0.03776510  	0.02972065  	0.10287622  	0.15770778  	0.07863202  	0.09772702  	0.04365315  	0.04800621  	0.11996999  	0.12793332  
2021-07-14 13:37:18.319: epoch 73:	0.03757890  	0.03000001  	0.10351883  	0.16085014  	0.08081638  	0.10083576  	0.04614472  	0.05058967  	0.12512530  	0.13381395  
2021-07-14 13:37:20.512: epoch 74:	0.03828650  	0.03003725  	0.10467853  	0.16245133  	0.08098109  	0.10073833  	0.04570957  	0.05021012  	0.12410954  	0.13220026  
2021-07-14 13:37:22.692: epoch 75:	0.03828650  	0.03042832  	0.10631915  	0.16275524  	0.08188546  	0.10157035  	0.04618277  	0.05067654  	0.12486340  	0.13294418  
2021-07-14 13:37:24.879: epoch 76:	0.03936657  	0.03011173  	0.10832250  	0.16063754  	0.08251825  	0.10073937  	0.04640301  	0.05042221  	0.12312648  	0.13109051  
2021-07-14 13:37:27.082: epoch 77:	0.04003695  	0.03085664  	0.11315773  	0.16579628  	0.08572486  	0.10419577  	0.04862799  	0.05277516  	0.12745059  	0.13521725  
2021-07-14 13:37:29.293: epoch 78:	0.03850997  	0.03014901  	0.10532505  	0.16346945  	0.07981744  	0.09970934  	0.04397597  	0.04855601  	0.12157939  	0.12979732  
2021-07-14 13:37:31.497: epoch 79:	0.04018592  	0.03083802  	0.10995834  	0.16509898  	0.08441278  	0.10335542  	0.04788410  	0.05218866  	0.12606709  	0.13381203  
2021-07-14 13:37:33.700: epoch 80:	0.03973901  	0.03089388  	0.10796660  	0.16536349  	0.08281974  	0.10254077  	0.04636534  	0.05099641  	0.12413046  	0.13208139  
2021-07-14 13:37:35.913: epoch 81:	0.03992522  	0.03178778  	0.10900252  	0.17100352  	0.08408241  	0.10539770  	0.04759382  	0.05240126  	0.12752649  	0.13639057  
2021-07-14 13:37:38.150: epoch 82:	0.04052111  	0.03156429  	0.11323204  	0.17116055  	0.08522739  	0.10527049  	0.04792233  	0.05253156  	0.12569837  	0.13386904  
2021-07-14 13:37:40.350: epoch 83:	0.04160119  	0.03202987  	0.11494000  	0.17443074  	0.08660511  	0.10700285  	0.04834636  	0.05314872  	0.12891063  	0.13684247  
2021-07-14 13:37:42.542: epoch 84:	0.04122875  	0.03204850  	0.11322368  	0.17299648  	0.08757211  	0.10816567  	0.04953071  	0.05437311  	0.13317923  	0.14160623  
2021-07-14 13:37:44.729: epoch 85:	0.04100528  	0.03189950  	0.11492293  	0.17335041  	0.08841059  	0.10860898  	0.05082820  	0.05540435  	0.13228145  	0.14058119  
2021-07-14 13:37:46.911: epoch 86:	0.04167567  	0.03186226  	0.11482424  	0.17183192  	0.08727037  	0.10683201  	0.04916966  	0.05358488  	0.12975942  	0.13765490  
2021-07-14 13:37:49.089: epoch 87:	0.04271851  	0.03260716  	0.11702059  	0.17434599  	0.09030688  	0.11007237  	0.05156330  	0.05611143  	0.13415779  	0.14224160  
2021-07-14 13:37:51.288: epoch 88:	0.04089356  	0.03230920  	0.11227287  	0.17234644  	0.08605516  	0.10691517  	0.04848286  	0.05329877  	0.12923501  	0.13770470  
2021-07-14 13:37:53.463: epoch 89:	0.04212260  	0.03283061  	0.11698413  	0.17481159  	0.08939117  	0.10972968  	0.05065957  	0.05532728  	0.13370804  	0.14203857  
2021-07-14 13:37:55.658: epoch 90:	0.04163843  	0.03301683  	0.11469739  	0.17582828  	0.08962224  	0.11117274  	0.05155580  	0.05664162  	0.13554426  	0.14449561  
2021-07-14 13:37:57.827: epoch 91:	0.04290470  	0.03296097  	0.12078481  	0.17720163  	0.09255840  	0.11224164  	0.05267149  	0.05733482  	0.13935032  	0.14691533  
2021-07-14 13:38:00.097: epoch 92:	0.04208536  	0.03318445  	0.11639030  	0.17838840  	0.09006669  	0.11166251  	0.05117934  	0.05626811  	0.13600147  	0.14467801  
2021-07-14 13:38:02.310: epoch 93:	0.04338889  	0.03365000  	0.11979760  	0.17864911  	0.09268559  	0.11330154  	0.05309798  	0.05790677  	0.13916036  	0.14733784  
2021-07-14 13:38:04.506: epoch 94:	0.04323990  	0.03361276  	0.12017820  	0.17962112  	0.09219043  	0.11298653  	0.05227662  	0.05710806  	0.13968378  	0.14803222  
2021-07-14 13:38:06.704: epoch 95:	0.04271849  	0.03314720  	0.11861584  	0.17555913  	0.09199407  	0.11209626  	0.05270001  	0.05733470  	0.13954481  	0.14776130  
2021-07-14 13:38:08.941: epoch 96:	0.04431998  	0.03426454  	0.12096054  	0.18533140  	0.09469309  	0.11645544  	0.05433160  	0.05934773  	0.14472249  	0.15298840  
2021-07-14 13:38:11.146: epoch 97:	0.04357512  	0.03350103  	0.11928276  	0.17870796  	0.09282907  	0.11331601  	0.05329557  	0.05810560  	0.13941860  	0.14747721  
2021-07-14 13:38:13.343: epoch 98:	0.04443171  	0.03383622  	0.12395360  	0.18070456  	0.09617181  	0.11612038  	0.05491219  	0.05944634  	0.14682151  	0.15514815  
2021-07-14 13:38:15.539: epoch 99:	0.04435721  	0.03415280  	0.12324519  	0.18490288  	0.09387577  	0.11511319  	0.05333577  	0.05839358  	0.13905104  	0.14732058  
2021-07-14 13:38:17.747: epoch 100:	0.04502760  	0.03463700  	0.12459477  	0.18659402  	0.09578108  	0.11718054  	0.05452359  	0.05951543  	0.14383546  	0.15244612  
2021-07-14 13:38:19.944: epoch 101:	0.04502759  	0.03432043  	0.12379785  	0.18381923  	0.09778114  	0.11851308  	0.05717298  	0.06199980  	0.14627379  	0.15450478  
2021-07-14 13:38:22.148: epoch 102:	0.04454344  	0.03445076  	0.12184662  	0.18423821  	0.09593578  	0.11735354  	0.05550954  	0.06048277  	0.14486529  	0.15340911  
2021-07-14 13:38:24.351: epoch 103:	0.04517657  	0.03443213  	0.12657295  	0.18472160  	0.09860022  	0.11896411  	0.05708526  	0.06196650  	0.14874263  	0.15659022  
2021-07-14 13:38:26.533: epoch 104:	0.04517657  	0.03517704  	0.12348329  	0.18870609  	0.09575423  	0.11831393  	0.05451503  	0.05987249  	0.14426415  	0.15287735  
2021-07-14 13:38:28.719: epoch 105:	0.04528832  	0.03426454  	0.12566654  	0.18533348  	0.09634200  	0.11687562  	0.05497507  	0.05990223  	0.14311971  	0.15115327  
2021-07-14 13:38:30.905: epoch 106:	0.04614490  	0.03513978  	0.12716852  	0.18786572  	0.09842944  	0.11947487  	0.05633492  	0.06141673  	0.14854991  	0.15628648  
2021-07-14 13:38:33.092: epoch 107:	0.04614490  	0.03605228  	0.12867552  	0.19239169  	0.09929611  	0.12190548  	0.05758800  	0.06327261  	0.14594950  	0.15432629  
2021-07-14 13:38:35.273: epoch 108:	0.04580972  	0.03463696  	0.12851694  	0.18592636  	0.09939802  	0.11954058  	0.05690124  	0.06189720  	0.15073003  	0.15805402  
2021-07-14 13:38:37.520: epoch 109:	0.04618217  	0.03545638  	0.12873255  	0.19181745  	0.09811639  	0.11977812  	0.05597206  	0.06122367  	0.14474054  	0.15290491  
2021-07-14 13:38:39.772: epoch 110:	0.04636838  	0.03519568  	0.12730929  	0.18826759  	0.09909278  	0.12012104  	0.05717478  	0.06198962  	0.14775112  	0.15632106  
2021-07-14 13:38:41.991: epoch 111:	0.04748567  	0.03592191  	0.13385041  	0.19472140  	0.10084385  	0.12193125  	0.05750330  	0.06255885  	0.14655942  	0.15456341  
2021-07-14 13:38:44.176: epoch 112:	0.04670356  	0.03521427  	0.12979886  	0.19085552  	0.09947474  	0.12040616  	0.05699089  	0.06195924  	0.14710721  	0.15514155  
2021-07-14 13:38:46.385: epoch 113:	0.04659186  	0.03616401  	0.12835731  	0.19585624  	0.10102182  	0.12420741  	0.05912263  	0.06463390  	0.15103880  	0.16016953  
2021-07-14 13:38:48.581: epoch 114:	0.04677804  	0.03566119  	0.12769414  	0.19081485  	0.09923488  	0.12101392  	0.05702774  	0.06225260  	0.14843345  	0.15643650  
2021-07-14 13:38:50.802: epoch 115:	0.04722496  	0.03661094  	0.13205478  	0.19772315  	0.10096180  	0.12392265  	0.05764103  	0.06318445  	0.15059112  	0.15952176  
2021-07-14 13:38:53.014: epoch 116:	0.04718773  	0.03577295  	0.13226056  	0.19213460  	0.10151251  	0.12251599  	0.05839735  	0.06360571  	0.14963853  	0.15737875  
2021-07-14 13:38:55.223: epoch 117:	0.04804434  	0.03657371  	0.13072704  	0.20073372  	0.10217296  	0.12570120  	0.05852877  	0.06435820  	0.15544571  	0.16411118  
2021-07-14 13:38:57.420: epoch 118:	0.04711325  	0.03664820  	0.13136367  	0.19740418  	0.10049852  	0.12346740  	0.05743784  	0.06302199  	0.14960271  	0.15835087  
2021-07-14 13:38:59.615: epoch 119:	0.04726223  	0.03640611  	0.13033274  	0.19785434  	0.10029262  	0.12346976  	0.05809404  	0.06368829  	0.14626652  	0.15507856  
2021-07-14 13:39:01.833: epoch 120:	0.04700151  	0.03696480  	0.12918563  	0.20142888  	0.10161406  	0.12649092  	0.05893882  	0.06521018  	0.15373558  	0.16286895  
2021-07-14 13:39:04.025: epoch 121:	0.04718773  	0.03670404  	0.13193102  	0.20157896  	0.10157016  	0.12534484  	0.05876430  	0.06467386  	0.14959769  	0.15830816  
2021-07-14 13:39:06.274: epoch 122:	0.04756017  	0.03659232  	0.13393465  	0.19791485  	0.10306966  	0.12558196  	0.05968011  	0.06529897  	0.15176786  	0.16016284  
2021-07-14 13:39:08.504: epoch 123:	0.04864028  	0.03715099  	0.13736594  	0.20337170  	0.10634371  	0.12919770  	0.06188708  	0.06755318  	0.15817314  	0.16662361  
2021-07-14 13:39:10.702: epoch 124:	0.04860303  	0.03687165  	0.13452812  	0.19699280  	0.10265955  	0.12446552  	0.05836847  	0.06367265  	0.15207914  	0.16034406  
2021-07-14 13:39:12.976: epoch 125:	0.04785813  	0.03733721  	0.13226452  	0.20059891  	0.10420911  	0.12776044  	0.06082610  	0.06640378  	0.15830664  	0.16702344  
2021-07-14 13:39:15.175: epoch 126:	0.04875202  	0.03720686  	0.13740295  	0.20158298  	0.10507139  	0.12753288  	0.06042076  	0.06592231  	0.15567723  	0.16426677  
2021-07-14 13:39:17.358: epoch 127:	0.04882649  	0.03765379  	0.13613155  	0.20342226  	0.10413229  	0.12740175  	0.05982996  	0.06551029  	0.15333132  	0.16175735  
2021-07-14 13:39:19.557: epoch 128:	0.04882650  	0.03715101  	0.13523103  	0.20088625  	0.10400893  	0.12663946  	0.05962378  	0.06521582  	0.15458466  	0.16293603  
2021-07-14 13:39:21.749: epoch 129:	0.04897547  	0.03813796  	0.13743418  	0.20671439  	0.10604779  	0.13013418  	0.06116940  	0.06729505  	0.15864773  	0.16721523  
2021-07-14 13:39:23.944: epoch 130:	0.04890099  	0.03849180  	0.13508636  	0.20786114  	0.10527638  	0.13054499  	0.06034475  	0.06675053  	0.16001661  	0.16899112  
2021-07-14 13:39:26.146: epoch 131:	0.04871473  	0.03757929  	0.13630824  	0.20268948  	0.10592924  	0.12913874  	0.06154866  	0.06745116  	0.15700634  	0.16524343  
2021-07-14 13:39:28.321: epoch 132:	0.04904998  	0.03774691  	0.13723262  	0.20328340  	0.10695076  	0.13005361  	0.06206030  	0.06778169  	0.16160631  	0.17034438  
2021-07-14 13:39:30.503: epoch 133:	0.04927343  	0.03806346  	0.13773717  	0.20522861  	0.10603265  	0.12972632  	0.06156397  	0.06766873  	0.15458670  	0.16297944  
2021-07-14 13:39:32.690: epoch 134:	0.04897546  	0.03784003  	0.13448721  	0.20378700  	0.10479797  	0.12882192  	0.06084928  	0.06685446  	0.15493006  	0.16382988  
2021-07-14 13:39:34.883: epoch 135:	0.04871472  	0.03722549  	0.13509263  	0.20226082  	0.10620448  	0.12933449  	0.06174150  	0.06758054  	0.16132677  	0.16965130  
2021-07-14 13:39:37.073: epoch 136:	0.04919894  	0.03800762  	0.13878879  	0.20631993  	0.10812996  	0.13169999  	0.06324977  	0.06915367  	0.16176920  	0.17032084  
2021-07-14 13:39:39.318: epoch 137:	0.04968313  	0.03806349  	0.13919424  	0.20750733  	0.10767285  	0.13138452  	0.06266018  	0.06868766  	0.15935472  	0.16779256  
2021-07-14 13:39:41.503: epoch 138:	0.05050251  	0.03806350  	0.13848862  	0.20812137  	0.10787053  	0.13136078  	0.06232665  	0.06799237  	0.16118357  	0.16969797  
